OBJECTID,Name,LOCATION_D,STREET_FRO,STREET_TO,LATITUDE,LONGITUDE,LAT_DECIMAL,LON_DECIMAL,ROUTE_NAME,StationType,ROUTE_ID,GlobalID,Visible,AADT_2007,AADT_2008,AADT_2009,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT_2019,Shape,AADT_2020,HourlyLabel,HourlyLink,ATRLabel,ATRLink,WeeklyLabel,WeeklyLink,PermanentDivider,JanLabel,FebLabel,MarLabel,AprLabel,MayLabel,JunLabel,JulLabel,AugLabel,SepLabel,OctLabel,NovLabel,DecLabel,JanLink,FebLink,MarLink,AprLink,MayLink,JunLink,JulLink,AugLink,SepLink,OctLink,NovLink,DecLink,MonthlyLabel
5272,0030598,55ft S of Pioneer Ave,Spring Mountain Rd,Sahara Ave,,,36.13,-115.21,Decatur Blvd,ShortTerm,,{699E0AA2-DBF0-4AF1-8BE8-43D0A8CD0E55},Y,"43,000.00","42,000.00","41,000","39,000","37,000","37,500","38,000","37,000","34,000","36,000","38,000","45,000","47,000",,"32,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030598.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,0030117,N/B on-ramp of the Apex Intch 'Exit 58',,,,,36.31,-114.95,IR15,ShortTerm,,{EDC90147-67A4-4930-B7DA-BDB4819FA705},Y,640.00,760.00,750,640,560,600,550,500,600,580,620,500,670,,610,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030117.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,0030125,N/B on-ramp of the US93 Intch 'Exit 64',,,,,36.38,-114.89,IR15,ShortTerm,,{ED01355C-284F-48AC-B177-1D7B87D2E2E3},Y,260.00,220.00,230,230,810,"1,000",850,900,950,"1,100","1,100","1,300",980,,950,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030125.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,0030842,.3 mi S of the St Rose Intch 'Exit 27',Sloan Intch,St Rose Intch,,,35.94,-115.19,IR15,ShortTerm,,{9FA45D0A-C7FD-4DCC-87DC-2BC5AFD6512B},Y,"46,000.00","44,000.00","46,000","47,000","46,000","47,000","48,000","43,000","50,000","55,000","59,000","65,500","52,000",,"44,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030842.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,0031414,N/B off-ramp of the Lamb Intch 'Exit 50',,,,,36.26,-115.08,IR15,ShortTerm,,{A753EE8D-B30F-4E56-AA5C-13E4A0D0BF99},Y,0.00,"2,100.00","4,500","6,100","7,800","7,900","7,800","8,300","9,200","9,700","9,500","9,550","9,200",,"10,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031414.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,0030959,Btwn the Windmill Intch 'Exit 8' & the Warm Springs Intch 'Exit 9',Windmill Intch,Warm Springs Intch,,,36.05,-115.14,IR215,ShortTerm,,{C1C26FC1-1378-4931-A3B3-43C0F2684477},Y,"157,000.00","145,000.00","145,000","140,000","142,000","140,000","144,000","150,000","164,000","172,000","202,000","174,000","176,000",,"151,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030959.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,0031420,W/B on-ramp from Las Vegas Blvd,,,,,36.06,-115.17,IR215,ShortTerm,,{A0CFF70D-F4D4-481B-BCA2-30B30C6D087B},Y,"7,300.00","6,500.00","8,400","8,900","10,000","7,900","7,600","7,300","8,700","8,600","7,600","8,000","7,300",,"5,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031420.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,0030071,W/B on-ramp of the Windmill Intch 'Exit 8',,,,,36.04,-115.13,IR215,ShortTerm,,{89A4A741-F898-45E6-AE6C-5657878F3B34},Y,"14,000.00","13,000.00","12,000","12,000","12,000","12,000","11,000","12,500","14,500","14,000","15,000","14,700","15,300",,"12,100",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030071.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,0030109,W/B on-ramp of the Pecos Intch 'Exit 6',,,,,36.02,-115.10,IR215,ShortTerm,,{4BD0A3B7-001F-422F-9D8D-7DE4B598007A},Y,"8,400.00","8,600.00","7,500","7,800","7,500","7,800","8,100","9,100","9,300","9,000","11,000","9,750","9,800",,"7,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030109.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,0031664,855ft N of Durango Dr,Durango Dr,Spring Mountain Rd,,,36.12,-115.28,Kids Zone Pkwy,ShortTerm,,{8DB876A0-EB2A-4625-ACF6-C29A8DFE2484},Y,,,0,,,,,,,"1,600","1,700",860,"1,000",,900,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031664.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,0030155,W/B off-ramp to IR15 S/B,,,,,36.06,-115.18,IR215,ShortTerm,,{184B2F91-CFDD-4488-9443-C8989A70E062},Y,"6,200.00","6,500.00","8,000","6,400","6,500","6,900","7,300","8,900","9,700","10,000","12,000","12,500","13,100",,"10,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030155.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,0030308,W/B on-ramp of the Sunet/McCarran Intch 'Exit 10',,,,,36.06,-115.15,IR215,ShortTerm,,{9A125A86-443B-474B-8D90-79C548C7D60A},Y,"32,000.00","30,000.00","33,000","31,000","31,000","32,000","32,500","33,500","34,000","36,000","40,000","41,000","41,500",,"35,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030308.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,0030379,S/B off-ramp of the Craig Intch 'Exit 48',,,,,36.24,-115.10,IR15,ShortTerm,,{08718131-A9D5-4F2C-901C-ECCD48AD27BE},Y,"2,900.00","2,900.00","2,900","1,800","1,700","1,800","1,900","1,900","2,100","2,100","2,300","2,300","2,650",,"2,250",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030379.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,0030388,S/B off-ramp of the Cheyenne Intch 'Exit 46',,,,,36.22,-115.12,IR15,ShortTerm,,{7B613B1F-9617-4E83-8459-6EC01142C6DE},Y,"3,400.00","2,900.00","2,900","2,700","2,700","2,900","2,600","2,700","3,200","3,300","3,800","3,500","3,950",,"3,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030388.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,0031415,S/B on-ramp of the Lamb Intch 'Exit 50',,,,,36.26,-115.08,IR15,ShortTerm,,{64972ECC-2469-4F6E-B35E-235F7076FEF5},Y,0.00,"2,100.00","4,400","6,400","8,100","7,100","8,700","9,300","10,000","12,000","12,000","11,600","11,400",,"10,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031415.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,0030378,1 mi N of the Craig Intch 'Exit 48',Craig Rd Intch,Lamb Blvd Intch,,,36.25,-115.09,IR15,ShortTerm,,{8A6315DE-2B57-42CC-8B50-76DB78D3E8A0},Y,"36,000.00","34,000.00","31,000","38,000","38,000","43,000","42,000","43,500","50,000","52,500","54,000","54,200","53,500",,"54,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030378.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,0030232,N/B off-ramp of the Speedway/Hollywood Intch 'Exit 54',,,,,36.28,-115.03,IR15,ShortTerm,,{81A4E040-0825-42B8-B88C-AB096BFD8569},Y,"4,800.00","4,200.00","3,700","3,900","3,600","4,200","4,000","3,900","4,000","4,400","4,800","5,150","5,650",,"4,350",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030232.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,0030074,.5 mi N of the Spring Mountain Intch 'Exit 39',Spring Mountain Intch,Sahara Intch,,,36.13,-115.18,IR15,ShortTerm,,{3139B443-ED1F-44C0-9578-CD9E4D683E5F},Y,"264,000.00","259,000.00","246,000","257,000","257,000","260,000","264,000","260,000","284,000","297,000","316,000","319,000","326,000",,"245,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030074.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,0030072,S/B off-ramp of the Spring Mountain Intch to W/B Spring Mountain 'Exit 39',,,,,36.13,-115.18,IR15,ShortTerm,,{3EFCC8DD-3014-4E08-8A05-58EA83B9544D},Y,"8,900.00","8,800.00","8,800","6,800","7,100","8,100","8,000","7,900","7,900","8,000","7,700","7,750","7,900",,"7,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030072.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,0030144,260ft W of Torrey Pines Dr,Buffalo Dr,Jones Blvd,,,36.31,-115.24,Grand Teton Dr,ShortTerm,,{76D01C25-8E40-4CEC-814B-D6F598CA2A62},Y,0.00,,,,,,"5,300","5,300","5,400","6,300","6,400","6,400","6,350",,"5,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030144.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,0031229,E/B off-ramp to IR15 NB,,,,,36.06,-115.18,IR215,ShortTerm,,{EE1F83C8-6F30-4445-B4C8-798FCC5E0DC7},Y,"18,000.00","17,000.00","17,000","20,000","17,000","21,000","21,500","23,000","23,000","23,000","22,000","22,900","23,400",,"20,100",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031229.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5335,0031236,E/B off-ramp of the Stephanie Intch 'Exit 3',,,,,36.03,-115.05,IR215,ShortTerm,,{74323936-C1DC-4047-A021-05A20953A474},Y,"14,000.00","14,000.00","14,000","14,000","14,000","14,500","14,500","15,000","15,000","16,000","16,000","16,200","16,300",,"13,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031236.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,0031259,E/B on-ramp of the Gibson Intch 'Exit 2',,,,,36.03,-115.03,IR215,ShortTerm,,{623EBDCE-FAE7-4323-886E-6D2E26CBEB32},Y,"5,000.00","5,000.00","4,700","4,600","4,600","5,100","5,300","5,500","5,900","6,200","5,400","6,850","6,550",,"5,750",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031259.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,0030048,E/B off ramp of the Windmill Intch 'Exit 8',,,,,36.05,-115.13,IR215,ShortTerm,,{555DE521-84F8-4AFE-80E5-C42C72E84EFA},Y,"13,000.00","11,000.00","11,000","11,000","11,000","9,900","8,900","13,000","14,500","13,000","14,000","16,200","15,100",,"12,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030048.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,0030425,N/B off-ramp of the Lake Mead Intch 'Exit 45',,,,,36.20,-115.14,IR15,ShortTerm,,{D7955DBC-2D2B-4EB9-9CF1-0E42148C47B7},Y,"13,000.00","14,000.00","14,000","13,000","16,000","17,000","16,000","16,500","18,500","19,000","19,000","14,600","17,300",,"14,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030425.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5354,0031413,450ft W of Palmetto Pointe Dr,Stephanie St,Gibson Rd,,,36.02,-115.04,Horizon Ridge Pkwy,ShortTerm,,{AD33B30E-5B51-485E-910C-FC8CC9ABE15B},Y,"12,000.00","11,000.00","11,000","9,900","9,900","9,800","9,700","9,200","10,000","11,000","12,000","12,400","12,600",,"13,900",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031413.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,0031592,375ft W of Marion St,Sandhill Rd,SR612,,,36.14,-115.08,Vegas Valley Dr,ShortTerm,,{B10A1644-F4BE-4550-81B5-036EC8BB5E6E},Y,0.00,,,,,,"13,000","12,500","13,500","15,000","15,900","14,800","15,600",,"12,300",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031592.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,0031596,500ft N of Grand Teton Dr,Grand Teton Dr,Ruston Rd,,,36.31,-115.29,El Capitan Way,ShortTerm,,{FC259E57-327E-466C-B768-4B08C996DD0F},Y,0.00,,,,,,,,"9,000","9,200","8,600","9,200","8,400",,"7,550",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031596.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360,0031598,Under the Harmon St Overpass,,,,,36.11,-115.18,Frank Sinatra Dr,ShortTerm,,{E17036D7-2C89-42B8-9E3B-3EF0E278C880},Y,,,0,,,,"25,800","26,000","23,500","23,000","25,000","26,000","26,900",,"11,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031598.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,0030453,1.3 mi S of the IR215 Intch 'Exit 34',Blue Diamond Rd Intch.,IR-215,,,36.05,-115.18,IR15,ShortTerm,,{0417EC22-293B-43F8-910A-CA2D0A77E667},Y,"103,000.00","103,000.00","103,000","105,000","105,000","105,000","105,000","107,000","116,000","128,000","137,000","138,000","141,000",,"96,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030453.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5366,0031018,N/B on-ramp of the Russell Intch 'Exit 36',,,,,36.09,-115.18,IR15,ShortTerm,,{2D5C88CA-640E-4400-9377-646B6913F292},Y,"15,000.00","14,000.00","11,000","12,000","12,000","12,000","11,000","12,000","11,500","12,000","12,000","11,807","12,100",,"5,950",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,0030728,Btwn the St Rose Intch 'Exit 27' & the Starr Intch 'Exit 29',,,,,35.99,-115.18,IR15,ShortTerm,,{D226D20B-3482-495B-978A-ADD0042AA405},Y,0.00,"49,000.00","58,000","60,000","61,000","68,000","60,000","59,000","75,500","75,000","73,000","73,500","75,500",,"64,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030728.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,0030843,btwn the CC215 Intch & the Hollywood/Speedway Intch'Exit 54',CC215,Speedway/Hollywood Intch,,,36.28,-115.04,IR15,ShortTerm,,{996E3C65-CC27-4B46-9401-C79D29EF98D6},Y,"34,000.00","31,000.00","26,000","30,000","27,500","31,000","29,500","30,500","37,000","35,000","35,000","47,500","39,000",,"36,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030843.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5373,0030056,N/B off-ramp of IR215 Intch to IR215 E/B.,,,,,36.06,-115.18,IR15,ShortTerm,,{4C843A35-8DA0-4B04-962E-7ABDCA156BE4},Y,"6,500.00","7,400.00","8,600","6,900","7,800","7,800","8,400","9,900","11,500","12,000","13,000","14,100","14,700",,"11,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030056.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,0031232,N/B off-ramp to IR215 WB,,,,,36.06,-115.18,IR15,ShortTerm,,{B627D4EF-F352-478B-ADD3-875F4F7E5AAD},Y,"7,800.00","8,500.00","11,000","9,700","9,400","8,900","8,900","9,300","10,500","11,000","12,000","13,500","13,000",,"11,100",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031232.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,0030938,W/B on-ramp of the Green Valley 'Exit 5',,,,,36.02,-115.09,IR215,ShortTerm,,{184B556C-D896-421D-9B41-C5681435E71C},Y,"13,000.00","13,000.00","12,000","12,000","12,000","12,000","11,000","11,500","12,000","12,000","12,000","11,400","11,900",,"9,750",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030938.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,0030052,S of the Tropicana Intch 'Exit 37',Russell Intch,Tropicana Intch,,,36.09,-115.18,IR15,ShortTerm,,{21749AAF-2FBF-4722-9C3C-D566A39BFBDC},Y,"212,000.00","218,000.00","197,000","222,000","214,000","213,000","228,000","225,000","226,000","237,000","242,000","244,000","250,000",,"146,000",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030052.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,0030034,E/B on-ramp of the Windmill Intch 'Exit 8',,,,,36.04,-115.13,IR215,ShortTerm,,{B54E4456-0EC5-4E76-8059-F6BE494DEF85},Y,"5,600.00","5,400.00","5,500","5,600","5,500","5,200","6,500","5,900","6,100","6,300","6,600","6,600","6,650",,"5,450",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030034.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,0030727,Loop to Warm Springs Rd 'Exit 9',,,,,36.06,-115.15,IR215,ShortTerm,,{D89CDE09-EA5A-4B75-B418-8D737D073F39},Y,"21,000.00","19,000.00","18,000","17,000","17,000","16,000","16,000","16,500","17,500","18,000","18,700","2,500","2,500",,"1,550",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030727.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,0031233,E/B off-ramp to Las Vegas Blvd,,,,,36.06,-115.18,IR215,ShortTerm,,{3A163F5E-F498-4CAA-AD9E-A4351DE6797A},Y,"6,000.00","6,400.00","7,100","9,200","7,500","7,500","7,200","7,100","7,100","7,400","7,500","7,600","7,250",,"5,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031233.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,0031081,.5 mi N of the Summerlin Intch 'Exit 81A',Summerlin Pkwy,Vegas Dr,,,36.18,-115.26,Buffalo Dr,ShortTerm,,{A78AA87D-F1DA-4A35-978E-F6A26F54161B},Y,"52,000.00","46,000.00","47,000","43,000","44,000","43,500","37,500","38,000","38,000","32,000","32,000","31,000","32,500",,"24,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031081.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,0031109,565ft W of Laguna Mist Dr,Rampart Blvd,Pueblo Vista Dr,,,36.20,-115.28,Lake Mead Blvd,ShortTerm,,{E04F549C-9E85-43A4-8C8D-CBABBCAF16B6},Y,"26,000.00","24,000.00","24,000","22,000","21,000","20,500","20,500","21,000","20,000","20,000","21,000","22,000","21,800",,"17,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031109.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,0031161,125ft N of Sycamore Ln,SR579,SR578,,,36.18,-115.14,Veterans Memorial Dr,ShortTerm,,{05F55CE0-544F-4F1D-AAA0-F8DD8BCDEEDB},Y,"1,100.00","1,100.00","1,300","1,000",860,800,800,800,800,900,"1,000","1,100","1,100",,960,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031161.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,0031166,100ft N of Russell Rd,Russell Rd,Missouri Ave,,,36.09,-115.04,Stephanie St,ShortTerm,,{22117CD5-E3CA-48ED-AAB9-B258D9B1CB5F},Y,"7,800.00","7,400.00","7,500","7,800","8,600","8,300","9,000","9,600","10,500","13,000","12,000","12,600","14,300",,"9,350",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031166.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,0031411,S/B on-ramp of the Auto Show Intch 'Exit 62',,,,,36.04,-115.02,IR515,ShortTerm,,{C4A19877-B943-414B-8773-7FEFA72CF27D},Y,"3,300.00","3,300.00","3,400","3,300","3,500","3,400","3,500","3,500","3,600","3,700","3,900","3,650","2,550",,"2,250",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031411.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,0031466,N/B off-ramp of the Hoover Dam Intch,,,,,36.01,-114.77,US93,ShortTerm,,{D0DEC483-D987-408D-8DC3-4B7601DCD684},Y,,,,"1,600","1,200",850,750,900,950,800,810,830,"1,950",,"1,100",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031466.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,0030919,S/B loop on-ramp of the Lake Mead Intch 'Exit 82A',,,,,36.20,-115.25,US95,ShortTerm,,{42649EA4-497C-484D-8CF3-4BC9E3BC6214},Y,"6,200.00","6,000.00","6,000","6,100","6,100","6,400","6,100","6,300","6,900","7,100","6,700","6,850","7,300",,"6,800",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030919.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,0030093,on-ramp from MLK to IR15 S/B,,,,,36.17,-115.16,IR15,ShortTerm,,{720F758C-A886-4388-8009-F758220820C7},Y,"7,100.00","7,000.00","6,000","4,900","5,300","5,700","5,900","7,400","7,200","7,300","6,900","7,000","4,800",,"4,900",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030093.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,0030106,from US95 S/B to IR15 N/B,,,,,36.17,-115.16,IR15,ShortTerm,,{20828018-5749-40D1-B4A5-582053B4FA5B},Y,"10,000.00","12,000.00","10,000","12,000","14,000","14,300","14,500","14,500","16,500","17,500","17,000","16,900","17,000",,"15,200",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030106.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,0030037,N/B off-ramp of the Blue Diamond Intch 'Exit 33',,,,,36.04,-115.18,IR15,ShortTerm,,{1CCCEB2E-F4C4-4141-8E43-FAA22D56F068},Y,"3,000.00","3,800.00","4,400","4,100","4,200","4,400","4,100","4,200","4,800","4,900","5,100","5,400","5,000",,"4,150",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030037.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,0030717,btwn the Speedway/Hollywood Intch 'Exit 54' & the Apex Intch 'Exit 58',Speedway/Hollywood Intch,Apex Intch,,,36.30,-114.97,IR15,ShortTerm,,{8D0BCB54-D0CE-466F-9CC9-648E22BFEC23},Y,"23,000.00","20,000.00","20,000","20,000","19,000","21,000","19,500","24,500","25,000","23,000","24,000","25,100","25,300",,"25,300",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030717.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,0030115,N/B off-ramp of the Apex Intch 'Exit 58',,,,,36.31,-114.95,IR15,ShortTerm,,{4587F844-FF27-4B5A-842B-9B99F5CF4640},Y,480.00,660.00,540,760,430,550,600,500,550,710,540,620,730,,730,Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030115.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,0031462,S/B on-ramp of the Silverado Ranch Intch 'Exit 31',,,,,36.01,-115.18,IR15,ShortTerm,,{3F2EDF14-BBF9-4CB7-8FC3-4A692F356E67},Y,0.00,900.00,"1,000","1,200","1,400","1,700","1,400","1,270","2,300","2,200","2,500","3,000","2,800",,"2,400",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031462.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,0030239,S/B on-ramp of the Speedway/Hollywood Intch 'Exit 54',,,,,36.28,-115.03,IR15,ShortTerm,,{8C4F9583-A4B2-45EB-B224-991885C706C3},Y,"4,700.00","4,100.00","3,400","3,600","3,200","3,700","3,400","3,500","4,000","3,900","4,200","4,600","5,150",,"4,500",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030239.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,0030381,S/B on-ramp of the Craig Intch 'Exit 48' from E/B Craig Rd,,,,,36.24,-115.11,IR15,ShortTerm,,{E51E4F01-852A-476A-8986-FD4865E708A7},Y,"14,000.00","14,000.00","14,000","15,000","16,000","16,000","15,500","16,500","17,000","17,000","15,000","15,600","15,300",,"12,700",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030381.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,0030431,S/B on-ramp of the Lake Mead Intch 'Exit 45' from W/B Lake Mead,,,,,36.20,-115.14,IR15,ShortTerm,,{C3A7B62D-5045-40A7-8D4A-CE502C60E90B},Y,"16,000.00","16,000.00","16,000","11,000","12,000","13,500","13,000","13,000","14,500","15,000","15,000","15,200","15,200",,"14,600",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0030431.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,0032137,.2 mi S of Twain Av.,Flamingo Rd.,Spring Mountain Rd.,,,36.12,-115.23,Torrey Pines Dr,ShortTerm,,{5C31D6AF-9E60-466D-9757-C3BB62D5DA0C},Y,"5,400.00","5,100.00","5,100","5,100","4,000","3,900","4,500","4,000","5,100","4,900","5,100","5,350","5,000",,"3,650",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0032137.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,0031445,E/B on-ramp of the Decatur Intch 'Exit 13',,,,,36.07,-115.21,IR215,ShortTerm,,{F2F8FF30-5EF9-4B59-A350-6D88304FFDE3},Y,0.00,"12,000.00","11,000","11,000","12,000","9,800","9,500","9,600","10,500","10,000","10,000","10,100","10,600",,"9,550",Hourly,https://gis.nevadadot.com/TrafficInformation/Hourlys/HourlyTrina/0031445.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
